account_name,tweet,time_posted,compound_score,positive_score,neutral_score,negative_score
FoxNews,".@POTUS: ""By the way folks, just in case you're curious, no, Russia did not help me."" https://t.co/IWRgTcibLJ https://t.co/O7HL01YCrH",Sat Sep 23 01:58:13 +0000 2017,-0.2865,0.106,0.689,0.205
FoxNews,'Tell That Son of a B***h He's Fired': #Trump Blasts @NFL Anthem Kneelers https://t.co/K53Tfj2Jkg,Sat Sep 23 01:58:13 +0000 2017,0.0,0.0,1.0,0.0
FoxNews,".@POTUS: ""To me, winning the popular vote is easier."" https://t.co/IWRgTcibLJ https://t.co/50xoGRZ37E",Sat Sep 23 01:58:13 +0000 2017,0.7351,0.408,0.592,0.0
FoxNews,".@POTUS: ""Luther has proved that he's not beholden to anyone, and not afraid to take on anyone.""… https://t.co/2yIhkOhFzo",Sat Sep 23 01:58:13 +0000 2017,0.0,0.0,1.0,0.0
FoxNews,".@POTUS: ""When [Sen. Luther Strange] walks in, everybody knows that Alabama has arrived."" https://t.co/IWRgTcibLJ https://t.co/NmToWeuQqE",Sat Sep 23 01:58:13 +0000 2017,0.0,0.0,1.0,0.0
FoxNews,LIVE BLOG: #Trump holds #Alabama rally ahead of primary election https://t.co/IWRgTcibLJ,Sat Sep 23 01:58:13 +0000 2017,0.0,0.0,1.0,0.0
FoxNews,".@POTUS: ""We protect our citizens, uphold our traditions, and we will always defend our borders.""… https://t.co/yBH5yNcCVC",Sat Sep 23 01:58:13 +0000 2017,0.3818,0.148,0.852,0.0
FoxNews,".@POTUS: ""We support the rule of law, and we stand strong with the incredible men and women of law enforcement.""… https://t.co/SLo8F56BqX",Sat Sep 23 01:58:13 +0000 2017,0.7184,0.24,0.76,0.0
FoxNews,".@POTUS: ""We believe Judges must interpret the Constitution as written, and that includes defending...our great Sec… https://t.co/UA4UYHwNNv",Sat Sep 23 01:58:13 +0000 2017,0.6249,0.204,0.796,0.0
FoxNews,"After Hurricane Harvey, what will happen to the hundreds of thousands of flooded cars?
 https://t.co/XiNFN4mGdl",Sat Sep 23 01:46:01 +0000 2017,0.0,0.0,1.0,0.0
FoxNews,David Clarke: #Trump 'Wins Either Way' in #Alabama GOP Primary https://t.co/S4xVnTbYpI,Sat Sep 23 01:46:01 +0000 2017,0.5719,0.27,0.73,0.0
FoxNews,.@POTUS warns North Korea: Nobody is going to mess with our people. https://t.co/De9I5vm3GC https://t.co/vQasYGyy0y,Sat Sep 23 01:46:01 +0000 2017,-0.4404,0.0,0.755,0.245
FoxNews,.@chelseahandler: Can We Trade #Trump for Kim Jong Un? https://t.co/gZLDeNJGBd,Sat Sep 23 01:46:01 +0000 2017,0.0,0.0,1.0,0.0
FoxNews,#Alabama rally: #Trump campaigns in last-ditch effort for Senate candidate Luther Strange https://t.co/VQaiPVAq7a,Sat Sep 23 01:46:01 +0000 2017,-0.2023,0.0,0.87,0.13
FoxNews,.@POTUS Rips Past Presidents: 'Rocket Man' Should've Been Handled a Long Time Ago https://t.co/ZKSWmeC2Du https://t.co/6KAsMYipaV,Sat Sep 23 01:46:01 +0000 2017,0.0,0.0,1.0,0.0
FoxNews,".@POTUS: ""We're building our future with American hands, American labor...We will buy American, we will hire Americ… https://t.co/RuVKZsRsQH",Sat Sep 23 01:46:01 +0000 2017,0.0,0.0,1.0,0.0
FoxNews,".@POTUS: ""We are standing up for American workers, and defending American jobs and American industry."" https://t.co/jGRxuYR8TI",Sat Sep 23 01:46:01 +0000 2017,0.0,0.0,1.0,0.0
FoxNews,.@POTUS: Veterans are our greatest people. https://t.co/IWRgTcibLJ https://t.co/bKOH3iMdor,Sat Sep 23 01:46:01 +0000 2017,0.6369,0.375,0.625,0.0
FoxNews,".@POTUS: ""With Luther Strange...you send a fighter to change Washington the way we all know it can be.""… https://t.co/auoejAgcpG",Sat Sep 23 01:46:01 +0000 2017,0.1531,0.086,0.914,0.0
FoxNews,".@POTUS: ""[Sen. Luther Strange] has always been for us."" https://t.co/IWRgTcibLJ https://t.co/GSpavaLxDX",Sat Sep 23 01:46:01 +0000 2017,0.0,0.0,1.0,0.0
FoxNews,".@POTUS: ""By the way folks, just in case you're curious, no, Russia did not help me."" https://t.co/IWRgTcibLJ https://t.co/O7HL01YCrH",Sat Sep 23 01:46:01 +0000 2017,-0.2865,0.106,0.689,0.205
FoxNews,'Tell That Son of a B***h He's Fired': #Trump Blasts @NFL Anthem Kneelers https://t.co/K53Tfj2Jkg,Sat Sep 23 01:46:01 +0000 2017,0.0,0.0,1.0,0.0
FoxNews,".@POTUS: ""To me, winning the popular vote is easier."" https://t.co/IWRgTcibLJ https://t.co/50xoGRZ37E",Sat Sep 23 01:46:01 +0000 2017,0.7351,0.408,0.592,0.0
FoxNews,".@POTUS: ""Luther has proved that he's not beholden to anyone, and not afraid to take on anyone.""… https://t.co/2yIhkOhFzo",Sat Sep 23 01:46:01 +0000 2017,0.0,0.0,1.0,0.0
FoxNews,".@POTUS: ""When [Sen. Luther Strange] walks in, everybody knows that Alabama has arrived."" https://t.co/IWRgTcibLJ https://t.co/NmToWeuQqE",Sat Sep 23 01:46:01 +0000 2017,0.0,0.0,1.0,0.0
FoxNews,LIVE BLOG: #Trump holds #Alabama rally ahead of primary election https://t.co/IWRgTcibLJ,Sat Sep 23 01:46:01 +0000 2017,0.0,0.0,1.0,0.0
FoxNews,".@POTUS: ""We protect our citizens, uphold our traditions, and we will always defend our borders.""… https://t.co/yBH5yNcCVC",Sat Sep 23 01:46:01 +0000 2017,0.3818,0.148,0.852,0.0
FoxNews,".@POTUS: ""We support the rule of law, and we stand strong with the incredible men and women of law enforcement.""… https://t.co/SLo8F56BqX",Sat Sep 23 01:46:01 +0000 2017,0.7184,0.24,0.76,0.0
FoxNews,".@POTUS: ""We believe Judges must interpret the Constitution as written, and that includes defending...our great Sec… https://t.co/UA4UYHwNNv",Sat Sep 23 01:46:01 +0000 2017,0.6249,0.204,0.796,0.0
nytimes,3 ways the new Republican health bill differs from past repeal efforts https://t.co/LJeohOm7DH https://t.co/jrWo4YaSVu,Sat Sep 23 02:47:07 +0000 2017,0.0,0.0,1.0,0.0
nytimes,We asked U.C. Berkeley students what free speech means to them ahead of an event billed as “Free Speech Week”… https://t.co/FAqGUR3vVW,Sat Sep 23 02:47:07 +0000 2017,0.5106,0.142,0.858,0.0
nytimes,More than half of U.S. teenagers are getting the HPV vaccine. Fewer than 30% received it a decade ago. https://t.co/0ZowaTfIzT,Sat Sep 23 02:47:07 +0000 2017,0.0,0.0,1.0,0.0
nytimes,"“All the infrastructure has collapsed. Everything we had before the hurricane is beyond reach.”
https://t.co/GaIWYII5Zl",Sat Sep 23 02:47:07 +0000 2017,-0.2732,0.0,0.87,0.13
nytimes,RT @nytopinion: HHS Secretary Tom Price loves to talk about slashing entitlements. He might consider starting with his own. https://t.co/1t…,Sat Sep 23 02:47:07 +0000 2017,0.3818,0.155,0.756,0.088
nytimes,We asked students at U.C. Berkeley about the mood on campus ahead of a series of speeches planned for next week.… https://t.co/hWkSFIH1KW,Sat Sep 23 02:47:07 +0000 2017,0.0,0.0,1.0,0.0
nytimes,Opinion: Credit bureaus have proved to be complete failures at safeguarding the public https://t.co/lHs8rNpYlz,Sat Sep 23 02:47:07 +0000 2017,0.1779,0.251,0.588,0.16
nytimes,Evening Briefing: Here's what you need to know at the end of the day https://t.co/CtaSCy1vGr,Sat Sep 23 02:47:07 +0000 2017,0.0,0.0,1.0,0.0
nytimes,"Pete Turner, a photographer whose intense colors conveyed a phantasmagorical reality, died at 83… https://t.co/QiWGvBQVzm",Sat Sep 23 02:47:07 +0000 2017,-0.5106,0.082,0.692,0.226
nytimes,Read the full text of Kim Jong-un's response to Donald Trump: https://t.co/aV7ZxVyfTB,Sat Sep 23 02:47:07 +0000 2017,0.0,0.0,1.0,0.0
nytimes,RT @JulietMacur: Three teams announced yesterday that they'd install extra protective netting. Still waiting to hear from Yankees. And wait…,Sat Sep 23 02:47:07 +0000 2017,0.0,0.0,1.0,0.0
nytimes,Betsy DeVos reverses Obama-era policy on campus sexual assault investigations https://t.co/G2mPSpb9PH,Sat Sep 23 02:47:07 +0000 2017,-0.5859,0.0,0.725,0.275
nytimes,"“Am I at war with Fox?” the lawyer Douglas Wigdor repeated the question he was asked. “Yeah, I guess I am.” https://t.co/9WqsoNmu6K",Sat Sep 23 02:47:07 +0000 2017,-0.5994,0.0,0.822,0.178
nytimes,"Tattoos, rap and embroidering cushions with raunchy sayings. These are a few of Judi Dench's favorite things. https://t.co/qUwS7fqyoh",Sat Sep 23 02:47:07 +0000 2017,0.4588,0.158,0.842,0.0
nytimes,RT @nytimesmusic: BTS’s rappers often dictate the group’s sound: @JonCaramanica reviews “Love Yourself: ‘Her’”  https://t.co/G1CNlJMRIc,Sat Sep 23 02:47:07 +0000 2017,0.0,0.0,1.0,0.0
nytimes,Ballet about legendary dancer Rudolf Nureyev will go ahead at the Bolshoi Theater after a controversial postponement https://t.co/D8QNg9Qf5X,Sat Sep 23 02:47:07 +0000 2017,-0.2023,0.0,0.899,0.101
nytimes,Evening Briefing: Here's what you need to know at the end of the day https://t.co/kJpiewtoFI,Sat Sep 23 02:47:07 +0000 2017,0.0,0.0,1.0,0.0
nytimes,Mexico City was built on an ancient lake bed. That makes earthquakes much worse. https://t.co/siD8W3QE5s https://t.co/DaSECLYMBn,Sat Sep 23 02:47:07 +0000 2017,-0.4767,0.0,0.829,0.171
nytimes,RT @paulkrugman: Graham-Cassidy isn’t an aberration; it’s more like the distilled essence of everything wrong with modern Republicans https…,Sat Sep 23 02:47:07 +0000 2017,-0.079,0.122,0.743,0.135
nytimes,"What's behind the new Affordable Care Act repeal vote? ""Furious"" Republican donors. https://t.co/34ukYzKp2f",Sat Sep 23 02:47:07 +0000 2017,0.4939,0.211,0.789,0.0
nytimes,3 ways the new Republican health bill differs from past repeal efforts https://t.co/LJeohOm7DH https://t.co/jrWo4YaSVu,Sat Sep 23 02:30:27 +0000 2017,0.0,0.0,1.0,0.0
nytimes,We asked U.C. Berkeley students what free speech means to them ahead of an event billed as “Free Speech Week”… https://t.co/FAqGUR3vVW,Sat Sep 23 02:30:27 +0000 2017,0.5106,0.142,0.858,0.0
nytimes,More than half of U.S. teenagers are getting the HPV vaccine. Fewer than 30% received it a decade ago. https://t.co/0ZowaTfIzT,Sat Sep 23 02:30:27 +0000 2017,0.0,0.0,1.0,0.0
nytimes,"“All the infrastructure has collapsed. Everything we had before the hurricane is beyond reach.”
https://t.co/GaIWYII5Zl",Sat Sep 23 02:30:27 +0000 2017,-0.2732,0.0,0.87,0.13
nytimes,RT @nytopinion: HHS Secretary Tom Price loves to talk about slashing entitlements. He might consider starting with his own. https://t.co/1t…,Sat Sep 23 02:30:27 +0000 2017,0.3818,0.155,0.756,0.088
nytimes,We asked students at U.C. Berkeley about the mood on campus ahead of a series of speeches planned for next week.… https://t.co/hWkSFIH1KW,Sat Sep 23 02:30:27 +0000 2017,0.0,0.0,1.0,0.0
nytimes,Opinion: Credit bureaus have proved to be complete failures at safeguarding the public https://t.co/lHs8rNpYlz,Sat Sep 23 02:30:27 +0000 2017,0.1779,0.251,0.588,0.16
nytimes,Evening Briefing: Here's what you need to know at the end of the day https://t.co/CtaSCy1vGr,Sat Sep 23 02:30:27 +0000 2017,0.0,0.0,1.0,0.0
nytimes,"Pete Turner, a photographer whose intense colors conveyed a phantasmagorical reality, died at 83… https://t.co/QiWGvBQVzm",Sat Sep 23 02:30:27 +0000 2017,-0.5106,0.082,0.692,0.226
nytimes,Read the full text of Kim Jong-un's response to Donald Trump: https://t.co/aV7ZxVyfTB,Sat Sep 23 02:30:27 +0000 2017,0.0,0.0,1.0,0.0
nytimes,RT @JulietMacur: Three teams announced yesterday that they'd install extra protective netting. Still waiting to hear from Yankees. And wait…,Sat Sep 23 02:30:27 +0000 2017,0.0,0.0,1.0,0.0
nytimes,Betsy DeVos reverses Obama-era policy on campus sexual assault investigations https://t.co/G2mPSpb9PH,Sat Sep 23 02:30:27 +0000 2017,-0.5859,0.0,0.725,0.275
nytimes,"“Am I at war with Fox?” the lawyer Douglas Wigdor repeated the question he was asked. “Yeah, I guess I am.” https://t.co/9WqsoNmu6K",Sat Sep 23 02:30:27 +0000 2017,-0.5994,0.0,0.822,0.178
nytimes,"Tattoos, rap and embroidering cushions with raunchy sayings. These are a few of Judi Dench's favorite things. https://t.co/qUwS7fqyoh",Sat Sep 23 02:30:27 +0000 2017,0.4588,0.158,0.842,0.0
nytimes,RT @nytimesmusic: BTS’s rappers often dictate the group’s sound: @JonCaramanica reviews “Love Yourself: ‘Her’”  https://t.co/G1CNlJMRIc,Sat Sep 23 02:30:27 +0000 2017,0.0,0.0,1.0,0.0
nytimes,Ballet about legendary dancer Rudolf Nureyev will go ahead at the Bolshoi Theater after a controversial postponement https://t.co/D8QNg9Qf5X,Sat Sep 23 02:30:27 +0000 2017,-0.2023,0.0,0.899,0.101
nytimes,Evening Briefing: Here's what you need to know at the end of the day https://t.co/kJpiewtoFI,Sat Sep 23 02:30:27 +0000 2017,0.0,0.0,1.0,0.0
nytimes,Mexico City was built on an ancient lake bed. That makes earthquakes much worse. https://t.co/siD8W3QE5s https://t.co/DaSECLYMBn,Sat Sep 23 02:30:27 +0000 2017,-0.4767,0.0,0.829,0.171
nytimes,RT @paulkrugman: Graham-Cassidy isn’t an aberration; it’s more like the distilled essence of everything wrong with modern Republicans https…,Sat Sep 23 02:30:27 +0000 2017,-0.079,0.122,0.743,0.135
nytimes,"What's behind the new Affordable Care Act repeal vote? ""Furious"" Republican donors. https://t.co/34ukYzKp2f",Sat Sep 23 02:30:27 +0000 2017,0.4939,0.211,0.789,0.0
nytimes,3 ways the new Republican health bill differs from past repeal efforts https://t.co/LJeohOm7DH https://t.co/jrWo4YaSVu,Sat Sep 23 02:17:04 +0000 2017,0.0,0.0,1.0,0.0
nytimes,We asked U.C. Berkeley students what free speech means to them ahead of an event billed as “Free Speech Week”… https://t.co/FAqGUR3vVW,Sat Sep 23 02:17:04 +0000 2017,0.5106,0.142,0.858,0.0
nytimes,More than half of U.S. teenagers are getting the HPV vaccine. Fewer than 30% received it a decade ago. https://t.co/0ZowaTfIzT,Sat Sep 23 02:17:04 +0000 2017,0.0,0.0,1.0,0.0
nytimes,"“All the infrastructure has collapsed. Everything we had before the hurricane is beyond reach.”
https://t.co/GaIWYII5Zl",Sat Sep 23 02:17:04 +0000 2017,-0.2732,0.0,0.87,0.13
nytimes,RT @nytopinion: HHS Secretary Tom Price loves to talk about slashing entitlements. He might consider starting with his own. https://t.co/1t…,Sat Sep 23 02:17:04 +0000 2017,0.3818,0.155,0.756,0.088
nytimes,We asked students at U.C. Berkeley about the mood on campus ahead of a series of speeches planned for next week.… https://t.co/hWkSFIH1KW,Sat Sep 23 02:17:04 +0000 2017,0.0,0.0,1.0,0.0
nytimes,Opinion: Credit bureaus have proved to be complete failures at safeguarding the public https://t.co/lHs8rNpYlz,Sat Sep 23 02:17:04 +0000 2017,0.1779,0.251,0.588,0.16
nytimes,Evening Briefing: Here's what you need to know at the end of the day https://t.co/CtaSCy1vGr,Sat Sep 23 02:17:04 +0000 2017,0.0,0.0,1.0,0.0
nytimes,"Pete Turner, a photographer whose intense colors conveyed a phantasmagorical reality, died at 83… https://t.co/QiWGvBQVzm",Sat Sep 23 02:17:04 +0000 2017,-0.5106,0.082,0.692,0.226
nytimes,Read the full text of Kim Jong-un's response to Donald Trump: https://t.co/aV7ZxVyfTB,Sat Sep 23 02:17:04 +0000 2017,0.0,0.0,1.0,0.0
nytimes,RT @JulietMacur: Three teams announced yesterday that they'd install extra protective netting. Still waiting to hear from Yankees. And wait…,Sat Sep 23 02:17:04 +0000 2017,0.0,0.0,1.0,0.0
nytimes,Betsy DeVos reverses Obama-era policy on campus sexual assault investigations https://t.co/G2mPSpb9PH,Sat Sep 23 02:17:04 +0000 2017,-0.5859,0.0,0.725,0.275
nytimes,"“Am I at war with Fox?” the lawyer Douglas Wigdor repeated the question he was asked. “Yeah, I guess I am.” https://t.co/9WqsoNmu6K",Sat Sep 23 02:17:04 +0000 2017,-0.5994,0.0,0.822,0.178
nytimes,"Tattoos, rap and embroidering cushions with raunchy sayings. These are a few of Judi Dench's favorite things. https://t.co/qUwS7fqyoh",Sat Sep 23 02:17:04 +0000 2017,0.4588,0.158,0.842,0.0
nytimes,RT @nytimesmusic: BTS’s rappers often dictate the group’s sound: @JonCaramanica reviews “Love Yourself: ‘Her’”  https://t.co/G1CNlJMRIc,Sat Sep 23 02:17:04 +0000 2017,0.0,0.0,1.0,0.0
nytimes,Ballet about legendary dancer Rudolf Nureyev will go ahead at the Bolshoi Theater after a controversial postponement https://t.co/D8QNg9Qf5X,Sat Sep 23 02:17:04 +0000 2017,-0.2023,0.0,0.899,0.101
nytimes,Evening Briefing: Here's what you need to know at the end of the day https://t.co/kJpiewtoFI,Sat Sep 23 02:17:04 +0000 2017,0.0,0.0,1.0,0.0
nytimes,Mexico City was built on an ancient lake bed. That makes earthquakes much worse. https://t.co/siD8W3QE5s https://t.co/DaSECLYMBn,Sat Sep 23 02:17:04 +0000 2017,-0.4767,0.0,0.829,0.171
nytimes,RT @paulkrugman: Graham-Cassidy isn’t an aberration; it’s more like the distilled essence of everything wrong with modern Republicans https…,Sat Sep 23 02:17:04 +0000 2017,-0.079,0.122,0.743,0.135
nytimes,"What's behind the new Affordable Care Act repeal vote? ""Furious"" Republican donors. https://t.co/34ukYzKp2f",Sat Sep 23 02:17:04 +0000 2017,0.4939,0.211,0.789,0.0
nytimes,3 ways the new Republican health bill differs from past repeal efforts https://t.co/LJeohOm7DH https://t.co/jrWo4YaSVu,Sat Sep 23 02:02:06 +0000 2017,0.0,0.0,1.0,0.0
nytimes,We asked U.C. Berkeley students what free speech means to them ahead of an event billed as “Free Speech Week”… https://t.co/FAqGUR3vVW,Sat Sep 23 02:02:06 +0000 2017,0.5106,0.142,0.858,0.0
nytimes,More than half of U.S. teenagers are getting the HPV vaccine. Fewer than 30% received it a decade ago. https://t.co/0ZowaTfIzT,Sat Sep 23 02:02:06 +0000 2017,0.0,0.0,1.0,0.0
nytimes,"“All the infrastructure has collapsed. Everything we had before the hurricane is beyond reach.”
https://t.co/GaIWYII5Zl",Sat Sep 23 02:02:06 +0000 2017,-0.2732,0.0,0.87,0.13
nytimes,RT @nytopinion: HHS Secretary Tom Price loves to talk about slashing entitlements. He might consider starting with his own. https://t.co/1t…,Sat Sep 23 02:02:06 +0000 2017,0.3818,0.155,0.756,0.088
nytimes,We asked students at U.C. Berkeley about the mood on campus ahead of a series of speeches planned for next week.… https://t.co/hWkSFIH1KW,Sat Sep 23 02:02:06 +0000 2017,0.0,0.0,1.0,0.0
nytimes,Opinion: Credit bureaus have proved to be complete failures at safeguarding the public https://t.co/lHs8rNpYlz,Sat Sep 23 02:02:06 +0000 2017,0.1779,0.251,0.588,0.16
nytimes,Evening Briefing: Here's what you need to know at the end of the day https://t.co/CtaSCy1vGr,Sat Sep 23 02:02:06 +0000 2017,0.0,0.0,1.0,0.0
nytimes,"Pete Turner, a photographer whose intense colors conveyed a phantasmagorical reality, died at 83… https://t.co/QiWGvBQVzm",Sat Sep 23 02:02:06 +0000 2017,-0.5106,0.082,0.692,0.226
nytimes,Read the full text of Kim Jong-un's response to Donald Trump: https://t.co/aV7ZxVyfTB,Sat Sep 23 02:02:06 +0000 2017,0.0,0.0,1.0,0.0
nytimes,RT @JulietMacur: Three teams announced yesterday that they'd install extra protective netting. Still waiting to hear from Yankees. And wait…,Sat Sep 23 02:02:06 +0000 2017,0.0,0.0,1.0,0.0
nytimes,Betsy DeVos reverses Obama-era policy on campus sexual assault investigations https://t.co/G2mPSpb9PH,Sat Sep 23 02:02:06 +0000 2017,-0.5859,0.0,0.725,0.275
nytimes,"“Am I at war with Fox?” the lawyer Douglas Wigdor repeated the question he was asked. “Yeah, I guess I am.” https://t.co/9WqsoNmu6K",Sat Sep 23 02:02:06 +0000 2017,-0.5994,0.0,0.822,0.178
nytimes,"Tattoos, rap and embroidering cushions with raunchy sayings. These are a few of Judi Dench's favorite things. https://t.co/qUwS7fqyoh",Sat Sep 23 02:02:06 +0000 2017,0.4588,0.158,0.842,0.0
nytimes,RT @nytimesmusic: BTS’s rappers often dictate the group’s sound: @JonCaramanica reviews “Love Yourself: ‘Her’”  https://t.co/G1CNlJMRIc,Sat Sep 23 02:02:06 +0000 2017,0.0,0.0,1.0,0.0
nytimes,Ballet about legendary dancer Rudolf Nureyev will go ahead at the Bolshoi Theater after a controversial postponement https://t.co/D8QNg9Qf5X,Sat Sep 23 02:02:06 +0000 2017,-0.2023,0.0,0.899,0.101
nytimes,Evening Briefing: Here's what you need to know at the end of the day https://t.co/kJpiewtoFI,Sat Sep 23 02:02:06 +0000 2017,0.0,0.0,1.0,0.0
nytimes,Mexico City was built on an ancient lake bed. That makes earthquakes much worse. https://t.co/siD8W3QE5s https://t.co/DaSECLYMBn,Sat Sep 23 02:02:06 +0000 2017,-0.4767,0.0,0.829,0.171
nytimes,RT @paulkrugman: Graham-Cassidy isn’t an aberration; it’s more like the distilled essence of everything wrong with modern Republicans https…,Sat Sep 23 02:02:06 +0000 2017,-0.079,0.122,0.743,0.135
nytimes,"What's behind the new Affordable Care Act repeal vote? ""Furious"" Republican donors. https://t.co/34ukYzKp2f",Sat Sep 23 02:02:06 +0000 2017,0.4939,0.211,0.789,0.0
nytimes,3 ways the new Republican health bill differs from past repeal efforts https://t.co/LJeohOm7DH https://t.co/jrWo4YaSVu,Sat Sep 23 01:47:06 +0000 2017,0.0,0.0,1.0,0.0
nytimes,We asked U.C. Berkeley students what free speech means to them ahead of an event billed as “Free Speech Week”… https://t.co/FAqGUR3vVW,Sat Sep 23 01:47:06 +0000 2017,0.5106,0.142,0.858,0.0
nytimes,More than half of U.S. teenagers are getting the HPV vaccine. Fewer than 30% received it a decade ago. https://t.co/0ZowaTfIzT,Sat Sep 23 01:47:06 +0000 2017,0.0,0.0,1.0,0.0
nytimes,"“All the infrastructure has collapsed. Everything we had before the hurricane is beyond reach.”
https://t.co/GaIWYII5Zl",Sat Sep 23 01:47:06 +0000 2017,-0.2732,0.0,0.87,0.13
nytimes,RT @nytopinion: HHS Secretary Tom Price loves to talk about slashing entitlements. He might consider starting with his own. https://t.co/1t…,Sat Sep 23 01:47:06 +0000 2017,0.3818,0.155,0.756,0.088
nytimes,We asked students at U.C. Berkeley about the mood on campus ahead of a series of speeches planned for next week.… https://t.co/hWkSFIH1KW,Sat Sep 23 01:47:06 +0000 2017,0.0,0.0,1.0,0.0
nytimes,Opinion: Credit bureaus have proved to be complete failures at safeguarding the public https://t.co/lHs8rNpYlz,Sat Sep 23 01:47:06 +0000 2017,0.1779,0.251,0.588,0.16
nytimes,Evening Briefing: Here's what you need to know at the end of the day https://t.co/CtaSCy1vGr,Sat Sep 23 01:47:06 +0000 2017,0.0,0.0,1.0,0.0
nytimes,"Pete Turner, a photographer whose intense colors conveyed a phantasmagorical reality, died at 83… https://t.co/QiWGvBQVzm",Sat Sep 23 01:47:06 +0000 2017,-0.5106,0.082,0.692,0.226
nytimes,Read the full text of Kim Jong-un's response to Donald Trump: https://t.co/aV7ZxVyfTB,Sat Sep 23 01:47:06 +0000 2017,0.0,0.0,1.0,0.0
nytimes,RT @JulietMacur: Three teams announced yesterday that they'd install extra protective netting. Still waiting to hear from Yankees. And wait…,Sat Sep 23 01:47:06 +0000 2017,0.0,0.0,1.0,0.0
nytimes,Betsy DeVos reverses Obama-era policy on campus sexual assault investigations https://t.co/G2mPSpb9PH,Sat Sep 23 01:47:06 +0000 2017,-0.5859,0.0,0.725,0.275
nytimes,"“Am I at war with Fox?” the lawyer Douglas Wigdor repeated the question he was asked. “Yeah, I guess I am.” https://t.co/9WqsoNmu6K",Sat Sep 23 01:47:06 +0000 2017,-0.5994,0.0,0.822,0.178
nytimes,"Tattoos, rap and embroidering cushions with raunchy sayings. These are a few of Judi Dench's favorite things. https://t.co/qUwS7fqyoh",Sat Sep 23 01:47:06 +0000 2017,0.4588,0.158,0.842,0.0
nytimes,RT @nytimesmusic: BTS’s rappers often dictate the group’s sound: @JonCaramanica reviews “Love Yourself: ‘Her’”  https://t.co/G1CNlJMRIc,Sat Sep 23 01:47:06 +0000 2017,0.0,0.0,1.0,0.0
nytimes,Ballet about legendary dancer Rudolf Nureyev will go ahead at the Bolshoi Theater after a controversial postponement https://t.co/D8QNg9Qf5X,Sat Sep 23 01:47:06 +0000 2017,-0.2023,0.0,0.899,0.101
nytimes,Evening Briefing: Here's what you need to know at the end of the day https://t.co/kJpiewtoFI,Sat Sep 23 01:47:06 +0000 2017,0.0,0.0,1.0,0.0
nytimes,Mexico City was built on an ancient lake bed. That makes earthquakes much worse. https://t.co/siD8W3QE5s https://t.co/DaSECLYMBn,Sat Sep 23 01:47:06 +0000 2017,-0.4767,0.0,0.829,0.171
nytimes,RT @paulkrugman: Graham-Cassidy isn’t an aberration; it’s more like the distilled essence of everything wrong with modern Republicans https…,Sat Sep 23 01:47:06 +0000 2017,-0.079,0.122,0.743,0.135
nytimes,"What's behind the new Affordable Care Act repeal vote? ""Furious"" Republican donors. https://t.co/34ukYzKp2f",Sat Sep 23 01:47:06 +0000 2017,0.4939,0.211,0.789,0.0
